m_png_55_64_yrs, m_south_africa_25_44_yrs, m_italy_25_44_yrs, m_mauritius_0_4_yrs, m_philippines_25_44_yrs, m_south_africa_85_yrs_ov, m_myanmar_85_yrs_ov, m_png_85_yrs_ov, m_japan_65_74_yrs, m_korea_south_55_64_yrs, m_south_africa_tot, m_poland_0_4_yrs, m_nthern_ireland_65_74_yrs, m_singapore_75_84_yrs, m_mauritius_25_44_yrs, m_korea_south_45_54_yrs, m_italy_tot, m_lebanon_0_4_yrs, m_myanmar_55_64_yrs, m_nepal_55_64_yrs, m_ireland_25_44_yrs, m_nepal_0_4_yrs, m_south_africa_75_84_yrs, m_ireland_85_yrs_ov, m_new_zealand_65_74_yrs, m_new_zealand_45_54_yrs, m_png_tot, lga_code_2016, m_pakistan_0_4_yrs, m_scotland_15_24_yrs, m_scotland_85_yrs_ov, m_singapore_0_4_yrs, m_singapore_85_yrs_ov, m_malaysia_25_44_yrs, m_korea_south_0_4_yrs, m_lebanon_65_74_yrs, m_malaysia_15_24_yrs, m_singapore_45_54_yrs, m_japan_25_44_yrs, m_malta_0_4_yrs, m_netherlands_15_24_yrs, m_malaysia_65_74_yrs, m_philippines_75_84_yrs, m_pakistan_tot, m_mauritius_75_84_yrs, m_malaysia_55_64_yrs, m_new_zealand_0_4_yrs, m_nthern_ireland_15_24_yrs, m_nthern_ireland_5_14_yrs, m_mauritius_65_74_yrs, m_lebanon_15_24_yrs, m_scotland_65_74_yrs, m_new_zealand_85_yrs_ov, m_singapore_tot, m_singapore_55_64_yrs, m_malaysia_5_14_yrs, m_netherlands_75_84_yrs, m_nepal_5_14_yrs, m_mauritius_55_64_yrs, m_myanmar_tot, m_scotland_tot, m_japan_tot, m_nepal_75_84_yrs, m_netherlands_65_74_yrs, m_png_15_24_yrs, m_pakistan_65_74_yrs, m_poland_85_yrs_ov, m_japan_5_14_yrs, m_netherlands_45_54_yrs, m_poland_65_74_yrs, m_south_africa_5_14_yrs, m_lebanon_25_44_yrs, m_philippines_85_yrs_ov, m_malta_55_64_yrs, m_japan_55_64_yrs, m_italy_0_4_yrs, m_nthern_ireland_45_54_yrs, m_poland_tot, m_new_zealand_15_24_yrs, m_philippines_0_4_yrs, m_philippines_65_74_yrs, m_new_zealand_75_84_yrs, m_myanmar_45_54_yrs, m_new_zealand_tot, m_south_africa_15_24_yrs, m_japan_45_54_yrs, m_pakistan_25_44_yrs, m_lebanon_85_yrs_ov, m_pakistan_75_84_yrs, m_ireland_45_54_yrs, m_korea_south_tot, m_mauritius_5_14_yrs, m_png_5_14_yrs, m_south_africa_0_4_yrs, m_nepal_25_44_yrs, m_mauritius_tot, m_myanmar_65_74_yrs, m_poland_15_24_yrs, m_ireland_5_14_yrs, m_scotland_25_44_yrs, m_png_75_84_yrs, m_italy_65_74_yrs, m_malta_25_44_yrs, m_malaysia_tot, m_lebanon_tot, m_philippines_55_64_yrs, m_netherlands_85_yrs_ov, m_mauritius_85_yrs_ov, m_philippines_15_24_yrs, m_korea_south_85_yrs_ov, m_poland_55_64_yrs, m_singapore_65_74_yrs, m_poland_5_14_yrs, m_netherlands_tot, m_pakistan_15_24_yrs, m_philippines_45_54_yrs, m_japan_15_24_yrs, m_malaysia_0_4_yrs, m_nepal_65_74_yrs, m_lebanon_55_64_yrs, m_new_zealand_55_64_yrs, m_korea_south_65_74_yrs, m_mauritius_45_54_yrs, m_png_65_74_yrs, m_scotland_45_54_yrs, m_korea_south_5_14_yrs, m_italy_85_yrs_ov, m_italy_45_54_yrs, m_nthern_ireland_25_44_yrs, m_png_0_4_yrs, m_lebanon_75_84_yrs, m_italy_5_14_yrs, m_lebanon_45_54_yrs, m_ireland_tot, m_italy_15_24_yrs, m_lebanon_5_14_yrs, m_nepal_15_24_yrs, m_malaysia_45_54_yrs, m_ireland_75_84_yrs, m_nepal_85_yrs_ov, m_mauritius_15_24_yrs, m_italy_55_64_yrs, m_korea_south_75_84_yrs, m_ireland_0_4_yrs, m_netherlands_25_44_yrs, m_myanmar_5_14_yrs, m_nthern_ireland_0_4_yrs, m_poland_75_84_yrs, m_nthern_ireland_85_yrs_ov, m_south_africa_65_74_yrs, m_japan_75_84_yrs, m_netherlands_5_14_yrs, m_nepal_45_54_yrs, m_malta_75_84_yrs, m_scotland_55_64_yrs, m_malta_15_24_yrs, m_netherlands_55_64_yrs, m_malaysia_75_84_yrs, m_scotland_5_14_yrs, m_pakistan_5_14_yrs, m_nepal_tot, m_italy_75_84_yrs, m_scotland_0_4_yrs, m_ireland_55_64_yrs, m_malta_5_14_yrs, m_korea_south_25_44_yrs, m_philippines_5_14_yrs, m_singapore_25_44_yrs, m_nthern_ireland_55_64_yrs, m_pakistan_85_yrs_ov, m_malta_45_54_yrs, m_ireland_15_24_yrs, m_japan_0_4_yrs, m_singapore_5_14_yrs, m_south_africa_45_54_yrs, lga_name_2016, m_malta_65_74_yrs, m_singapore_15_24_yrs, m_myanmar_0_4_yrs, m_south_africa_55_64_yrs, m_malaysia_85_yrs_ov, m_netherlands_0_4_yrs, m_korea_south_15_24_yrs, m_poland_45_54_yrs, m_new_zealand_5_14_yrs, m_pakistan_45_54_yrs, m_png_45_54_yrs, m_poland_25_44_yrs, m_myanmar_15_24_yrs, m_new_zealand_25_44_yrs, m_nthern_ireland_75_84_yrs, m_pakistan_55_64_yrs, m_philippines_tot, m_nthern_ireland_tot, m_scotland_75_84_yrs, m_malta_tot, m_japan_85_yrs_ov, m_ireland_65_74_yrs, m_png_25_44_yrs, m_myanmar_75_84_yrs, m_myanmar_25_44_yrs, m_malta_85_yrs_ov
19,254,20,0,324,9,0,0,10,157,965,0,5,14,25,248,376,0,14,5,62,6,33,0,111,264,61,"14000",5,10,18,9,3,210,5,57,71,54,57,0,16,138,11,230,3,160,5,3,3,0,4,58,14,328,48,49,28,15,18,63,313,179,0,39,0,13,4,32,44,38,89,40,3,14,18,0,18,162,111,10,44,61,11,1088,139,32,86,12,0,51,1249,0,0,12,329,66,12,0,16,40,3,103,7,813,288,95,27,3,66,3,52,21,0,220,33,127,20,4,8,62,174,68,15,4,65,127,36,30,10,0,52,3,49,214,3,0,73,132,20,0,3,84,31,0,26,0,0,7,0,74,7,10,29,6,45,0,25,45,22,18,467,95,0,34,0,457,49,62,11,0,3,5,7,66,215,"Hornsby (A)",11,57,0,136,3,0,151,19,75,47,23,36,7,275,8,29,732,58,55,48,3,29,16,11,19,0
0,19,3,0,10,6,0,0,3,3,67,0,0,0,0,9,87,0,0,0,5,0,7,0,15,25,4,"14100",0,0,0,0,0,9,0,7,0,7,3,0,0,9,0,0,0,12,0,0,0,0,0,3,0,24,3,0,0,0,0,9,27,12,0,13,0,0,7,3,0,5,3,8,0,0,0,0,3,29,5,0,0,10,0,117,3,3,0,0,0,13,34,0,0,0,3,0,3,0,3,6,0,33,0,37,28,0,0,0,4,0,3,3,0,20,0,0,3,0,0,4,27,3,0,0,4,7,3,4,0,0,0,4,12,33,0,0,3,4,0,0,0,13,3,0,5,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,4,29,0,5,0,4,5,4,0,0,0,6,0,4,17,"Hunters Hill (A)",3,0,0,4,0,0,3,3,4,0,0,10,0,30,3,0,20,4,3,7,0,3,0,0,0,0
9,225,311,0,438,0,3,0,5,26,436,3,12,3,24,38,1607,3,16,7,476,5,3,3,141,480,62,"14170",0,15,7,11,0,225,0,130,49,38,82,0,6,38,5,79,7,77,14,0,0,4,6,54,5,194,20,10,11,23,13,70,486,182,0,37,0,0,11,18,27,28,3,64,7,23,8,8,30,214,116,7,53,33,12,2086,30,29,55,21,0,123,295,4,4,3,956,73,9,3,13,187,0,300,6,486,488,87,3,0,67,6,42,18,0,181,12,108,26,0,5,102,349,18,14,0,109,18,209,130,46,0,80,21,79,767,41,4,353,73,18,0,4,187,21,3,64,0,0,10,0,28,3,16,34,24,80,0,13,10,5,0,1383,407,0,67,0,146,41,77,14,0,9,12,4,11,85,"Inner West (A)",37,17,0,55,3,7,25,18,37,5,20,98,5,902,3,8,806,97,35,119,0,53,27,6,22,16
0,9,0,0,32,0,0,0,0,0,21,0,0,0,0,0,15,0,0,0,0,0,0,0,7,12,8,"14200",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,6,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,45,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,12,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,10,19,0,0,0,0,0,0,0,3,"Inverell (A)",0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,78,3,7,3,0,3,0,0,0,0
3,8,0,0,3,3,0,0,0,0,49,0,8,0,0,0,54,0,0,0,16,0,0,4,20,35,12,"14400",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,6,0,0,0,65,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,6,0,140,8,0,0,0,0,0,6,0,0,0,0,3,0,0,5,3,0,11,0,3,3,0,0,0,0,0,4,0,0,30,0,0,0,0,0,0,23,0,0,0,7,0,10,0,0,0,0,0,0,41,0,0,0,0,4,0,0,18,0,0,3,0,0,0,0,11,0,0,0,3,13,0,6,0,0,0,0,9,0,4,0,6,0,0,4,0,3,0,0,0,7,"Kiama (A)",7,0,0,10,0,0,0,0,5,0,3,0,0,50,3,0,4,16,10,7,0,11,3,0,0,0
35,441,16,0,95,20,7,3,22,130,1915,0,14,11,4,217,205,0,3,4,59,0,79,3,100,261,132,"14500",0,10,24,7,3,177,8,21,54,48,86,0,15,92,5,75,0,114,8,0,0,4,3,49,22,377,28,31,30,0,3,32,283,277,0,30,0,9,3,40,36,18,178,3,0,6,34,0,14,101,143,0,13,72,8,1078,232,44,34,3,3,62,1118,0,0,18,27,27,7,0,16,35,21,52,0,635,69,23,11,3,26,8,28,30,8,182,3,30,34,4,4,18,197,77,6,11,79,106,29,20,11,0,8,4,24,217,3,0,10,130,12,0,0,32,32,0,20,0,0,8,0,169,5,23,3,0,44,0,25,40,8,3,47,49,0,27,0,386,15,80,4,0,3,8,9,91,427,"Ku-ring-gai (A)",3,76,0,348,5,0,153,11,91,11,50,17,0,180,7,15,209,43,33,14,0,24,18,3,3,3
4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,17,8,9,"14550",0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,29,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Kyogle (A)",0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,4,0,0,4,0,0,0
0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,"14600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Lachlan (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0
12,98,6,0,74,0,3,0,0,0,333,0,23,8,4,8,239,0,0,0,49,0,24,0,144,225,70,"14650",0,6,21,0,0,40,0,3,10,7,7,0,0,26,0,41,0,24,14,0,0,3,0,132,25,34,4,0,62,3,5,18,438,22,0,109,0,3,15,5,16,16,25,6,0,7,0,0,13,77,78,3,0,71,3,1152,49,3,33,0,0,23,78,0,0,0,7,18,0,0,17,54,0,62,3,146,21,14,24,0,38,0,13,3,0,261,0,18,0,0,0,4,206,3,0,0,63,6,25,17,4,0,0,0,6,168,3,0,0,33,14,0,0,41,0,5,12,0,0,16,0,28,0,7,3,5,86,0,35,12,15,4,18,78,3,23,0,40,22,3,9,0,4,10,0,0,66,"Lake Macquarie (C)",42,4,0,41,0,0,15,6,51,3,23,11,0,339,11,0,166,61,66,62,0,29,25,0,9,3
3,96,39,0,106,0,0,0,12,4,212,3,3,0,3,12,114,0,0,0,75,0,3,0,43,86,14,"14700",0,5,3,3,0,89,5,4,14,11,65,0,0,24,0,40,0,34,9,0,0,0,0,25,3,90,6,5,10,7,3,11,90,132,0,10,0,0,5,11,10,11,3,8,0,4,9,0,4,50,32,4,3,11,3,409,9,21,28,3,0,16,118,0,0,3,134,15,5,0,3,21,0,17,0,199,33,11,4,0,7,0,9,6,0,55,3,16,10,0,0,6,63,10,3,9,18,8,7,6,8,0,4,3,16,120,4,0,41,31,4,0,0,13,3,0,16,0,0,0,0,17,3,0,4,0,9,0,6,5,3,3,191,18,0,3,0,67,14,29,3,0,0,3,3,18,37,"Lane Cove (A)",0,9,0,39,3,0,3,4,12,3,0,19,0,145,0,3,166,20,3,10,0,15,5,0,0,0
0,5,0,0,26,0,0,0,0,0,13,0,0,0,0,0,95,0,0,0,0,0,0,0,8,4,6,"14750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,52,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,5,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,3,"Leeton (A)",0,0,0,3,0,0,0,0,4,0,0,0,0,14,0,0,39,0,3,0,0,0,0,0,0,0
0,16,3,0,6,5,0,0,0,0,54,0,0,0,3,0,88,0,0,0,10,0,0,3,35,57,16,"14850",0,3,3,0,0,3,0,0,4,6,3,0,0,0,0,15,0,6,0,0,0,0,0,12,0,6,0,0,13,0,0,0,50,7,0,15,0,0,3,0,5,0,3,0,0,5,0,0,3,10,12,0,0,7,0,246,7,6,8,0,0,7,13,0,0,3,3,9,0,0,0,6,0,17,0,23,3,4,3,0,3,0,3,0,0,53,0,5,0,0,0,0,80,0,0,0,13,0,16,0,0,0,0,0,0,31,3,0,0,4,3,0,0,7,0,0,5,0,0,0,3,4,0,0,0,0,15,0,10,3,0,3,3,38,0,3,0,3,8,4,4,0,0,0,0,0,10,"Lismore (C)",0,0,0,10,0,0,3,3,7,0,4,0,0,54,0,3,29,11,7,5,0,5,15,0,0,0
0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,10,0,0,0,13,24,3,"14870",0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,4,0,3,0,55,0,0,9,0,0,3,0,0,3,0,3,0,0,0,0,0,12,6,0,0,3,0,98,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,8,0,11,12,3,3,0,3,0,3,0,0,30,0,3,0,0,0,3,23,0,0,0,5,0,0,0,0,0,0,0,3,18,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,11,0,4,0,0,0,0,7,0,3,0,3,4,0,0,0,0,0,0,0,3,"Lithgow (C)",3,0,0,0,0,0,3,0,4,0,3,0,0,29,0,0,18,3,4,5,0,11,0,0,0,0
6,76,80,0,616,0,0,0,3,12,234,0,11,0,45,12,1325,9,5,3,27,0,11,3,50,213,28,"14900",8,3,6,3,0,101,0,246,26,13,7,0,3,29,30,701,18,43,45,5,3,42,87,37,5,88,12,15,19,11,44,81,174,26,0,16,3,7,10,4,4,50,9,831,3,88,0,4,12,301,360,5,110,13,18,1688,21,3,284,9,5,19,86,7,4,0,170,204,3,7,10,21,0,378,12,269,2203,353,9,9,129,0,107,8,0,75,93,358,0,3,5,364,153,12,34,0,23,0,117,153,9,0,68,10,549,95,19,39,13,40,7,0,11,242,6,0,8,4,0,14,0,30,0,4,12,65,58,4,19,9,0,89,216,316,0,16,0,45,60,24,16,0,20,0,0,7,42,"Liverpool (C)",147,12,0,39,3,0,7,43,207,159,4,69,14,650,4,61,1662,50,19,340,0,12,12,0,38,9
0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,"14920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Liverpool Plains (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"14950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lockhart (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,3,0,43,0,0,0,0,3,169,0,8,0,0,0,44,0,0,0,10,0,4,3,39,78,6,"15050",0,0,4,0,0,8,0,0,3,3,0,0,0,0,0,38,0,3,5,0,0,0,0,27,0,8,3,0,13,0,0,0,152,0,0,21,0,0,3,0,0,7,19,4,0,0,0,0,3,24,36,3,0,12,0,405,24,0,12,0,0,6,19,0,0,3,4,0,0,0,4,30,0,9,0,32,3,6,0,0,14,0,0,0,0,57,3,15,0,3,0,0,68,0,0,0,21,0,4,7,3,0,0,0,0,51,0,0,0,12,12,0,0,5,0,3,10,0,0,3,0,3,0,0,0,3,36,0,16,0,11,6,6,13,0,9,0,16,12,0,5,0,4,0,0,0,39,"Maitland (C)",3,0,0,13,0,0,3,0,18,7,0,4,0,145,7,8,96,21,20,11,0,8,4,0,0,0
11,15,3,0,21,0,0,0,0,3,106,0,18,0,3,0,88,0,0,0,10,0,11,7,107,84,19,"15240",0,0,5,0,0,3,0,0,3,0,0,0,0,7,0,10,0,3,3,0,0,6,0,68,13,9,4,0,46,0,3,7,163,3,0,86,0,0,0,0,17,13,9,4,0,19,0,0,6,29,10,0,3,44,0,465,5,0,9,0,0,7,23,0,0,0,8,11,0,0,0,8,3,33,0,23,12,0,20,0,10,0,8,0,0,202,0,7,0,0,0,0,121,0,0,0,11,0,7,6,3,0,0,0,6,70,0,0,0,3,22,0,0,11,0,0,3,0,0,3,0,32,0,0,0,12,32,0,30,0,0,0,10,21,0,3,0,11,13,3,6,0,3,0,0,0,9,"Mid-Coast (A)",32,0,0,22,0,0,3,3,7,0,5,0,0,74,7,0,57,38,30,60,0,26,3,0,4,0
0,8,0,0,8,0,0,0,0,0,35,0,0,0,0,0,21,0,0,0,8,0,0,0,19,29,0,"15270",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,18,0,0,13,0,0,3,0,8,0,5,0,0,5,0,0,4,10,0,0,0,13,0,112,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,0,3,0,5,3,5,0,0,3,0,0,0,0,33,0,3,0,0,0,0,19,0,0,0,3,3,3,3,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,9,0,8,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,6,"Mid-Western Regional (A)",11,0,0,5,0,0,0,0,3,0,0,0,0,28,0,0,20,4,0,17,0,3,0,0,0,0
0,8,0,0,3,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,3,"15300",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,3,3,10,0,0,3,0,50,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,3,3,0,0,0,5,0,0,0,0,8,0,3,0,0,0,0,13,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,"Moree Plains (A)",0,0,0,3,0,0,0,0,3,0,0,0,0,10,4,0,16,11,0,0,0,3,0,0,0,0
3,95,28,0,23,3,0,0,0,4,224,0,3,0,3,8,89,0,0,0,51,0,6,0,31,92,14,"15350",0,6,4,3,0,21,0,0,5,4,15,0,0,11,3,3,0,12,3,0,0,0,0,11,7,38,4,3,3,0,0,0,110,46,0,7,0,0,3,13,15,4,9,0,0,4,3,0,7,34,16,0,3,20,0,359,9,10,3,0,0,13,29,0,0,0,36,4,0,0,9,26,3,20,0,74,9,3,4,0,0,0,8,4,0,64,0,6,9,0,0,5,78,3,0,0,28,3,3,15,5,0,0,0,4,103,3,0,3,14,0,0,0,10,0,0,13,0,0,0,0,31,3,6,0,0,22,0,4,4,3,0,45,5,0,13,0,12,3,5,6,0,0,0,0,13,31,"Mosman (A)",0,3,0,41,0,0,0,3,23,3,5,20,0,87,0,0,49,24,12,3,0,9,0,0,0,0
0,0,0,0,7,0,0,0,0,0,13,0,3,0,0,0,20,0,0,0,4,0,0,0,3,9,0,"15520",0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,5,0,0,0,26,4,0,14,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,3,0,48,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,0,5,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,9,0,0,0,0,3,3,0,0,0,0,0,0,3,"Murray River (A)",3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,18,3,0,3,0,4,0,0,0,0
0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,"15560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,"Murrumbidgee (A)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,4,0,0,0,0,0,0,0,0
0,4,0,0,18,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,18,0,0,0,5,22,4,"15650",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,20,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,3,10,0,3,5,0,111,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,10,3,0,0,0,3,0,3,0,0,12,0,6,0,0,0,0,26,0,0,0,8,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,12,0,0,0,0,3,0,0,9,"Muswellbrook (A)",3,0,0,0,0,0,0,0,3,0,0,0,0,35,0,0,40,0,0,3,0,3,3,0,0,0
4,0,0,0,5,0,0,0,0,0,18,0,0,0,0,0,22,0,0,0,12,0,0,0,19,22,4,"15700",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,3,38,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,109,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,6,4,0,3,0,0,0,0,0,0,26,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,"Nambucca (A)",3,0,0,3,0,0,0,0,0,0,0,0,0,16,0,0,8,3,4,5,0,4,0,0,0,0
0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,8,14,3,"15750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,45,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Narrabri (A)",0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,14,6,0,0,0,0,0,0,0,0
